imdb_id,original_title,vote_average,vote_count,status,release_date,revenue,runtime,backdrop_path,budget,homepage,original_language,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,top_casts,director
tt1375666,Inception,8.364,34495,Released,15/07/2010,825532764,148,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,160000000,https://www.warnerbros.com/movies/inception,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",83.952,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,Your mind is the scene of the crime.,"Action, Science Fiction, Adventure","Legendary Pictures, Syncopy, Warner Bros. Pictures","United Kingdom, United States of America","English, French, Japanese, Swahili","Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page",Christopher Nolan
tt0816692,Interstellar,8.417,32571,Released,05/11/2014,701729206,169,/pbrkL804c8yAv3zBZR4QPEafpAR.jpg,165000000,http://www.interstellarmovie.net/,en,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,140.241,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,Mankind was born on Earth. It was never meant to die here.,"Adventure, Drama, Science Fiction","Legendary Pictures, Syncopy, Lynda Obst Productions","United Kingdom, United States of America",English,"Matthew McConaughey, Anne Hathaway, Jessica Chastain",Christopher Nolan
tt0468569,The Dark Knight,8.512,30619,Released,16/07/2008,1004558444,152,/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg,185000000,https://www.warnerbros.com/movies/dark-knight/,en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",130.643,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,Welcome to a world without rules.,"Drama, Action, Crime, Thriller","DC Comics, Legendary Pictures, Syncopy, Isobel Griffiths, Warner Bros. Pictures","United Kingdom, United States of America","English, Mandarin","Christian Bale, Heath Ledger, Aaron Eckhart",Christopher Nolan
tt0499549,Avatar,7.573,29815,Released,15/12/2009,2923706026,162,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,237000000,https://www.avatar.com/movies/avatar,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",79.932,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,Enter the world of Pandora.,"Action, Adventure, Fantasy, Science Fiction","Dune Entertainment, Lightstorm Entertainment, 20th Century Fox, Ingenious Media","United States of America, United Kingdom","English, Spanish","Sam Worthington, Zoe Saldana, Sigourney Weaver",James Cameron
tt0848228,The Avengers,7.71,29166,Released,25/04/2012,1518815515,143,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,220000000,https://www.marvel.com/movies/the-avengers,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",98.082,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,Some assembly required.,"Science Fiction, Action, Adventure",Marvel Studios,United States of America,"English, Hindi, Russian","Downey Jr., Chris Evans, Scarlett Johansson",Joss Whedon Robert
tt1431045,Deadpool,7.606,28894,Released,09/02/2016,783100000,108,/en971MEXui9diirXlogOrPKmsEn.jpg,58000000,https://www.20thcenturystudios.com/movies/deadpool,en,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",72.735,/zq8Cl3PNIDGU3iWNRoc5nEZ6pCe.jpg,Witness the beginning of a happy ending.,"Action, Adventure, Comedy","20th Century Fox, The Donners' Company, Genre Films",United States of America,English,"Ryan Reynolds, Morena Baccarin, Ed Skrein",Tim Miller
tt4154756,Avengers: Infinity War,8.255,27713,Released,25/04/2018,2052415039,149,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,300000000,https://www.marvel.com/movies/avengers-infinity-war,en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",154.34,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,An entire universe. Once and for all.,"Adventure, Action, Science Fiction",Marvel Studios,United States of America,"English, Xhosa","Downey Jr., Chris Hemsworth, Mark Ruffalo",Anthony Russo & Joe Russo Robert
tt0137523,Fight Club,8.438,27238,Released,15/10/1999,100853753,139,/hZkgoQYus5vegHoetLkCJzb17zJ.jpg,63000000,http://www.foxmovies.com/movies/fight-club,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",69.498,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,Mischief. Mayhem. Soap.,Drama,"Regency Enterprises, Fox 2000 Pictures, Taurus Film, Atman Entertainment, Knickerbocker Films, The Linson Company, 20th Century Fox",United States of America,English,"Brad Pitt, Edward Norton, Helena Bonham Carter",David Fincher
tt2015381,Guardians of the Galaxy,7.906,26638,Released,30/07/2014,772776600,121,/uLtVbjvS1O7gXL8lUOwsFOH4man.jpg,170000000,http://marvel.com/guardians,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",33.255,/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,All heroes start somewhere.,"Action, Science Fiction, Adventure",Marvel Studios,United States of America,English,"Chris Pratt, Zoe Saldana, Dave Bautista",James Gunn
tt0110912,Pulp Fiction,8.488,25893,Released,10/09/1994,213900000,154,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,8500000,https://www.miramax.com/movie/pulp-fiction/,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",74.862,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,Just because you are a character doesn't mean you have character.,"Thriller, Crime","Miramax, A Band Apart, Jersey Films",United States of America,"English, Spanish, French","John Travolta, Samuel L. Jackson, Uma Thurman",Quentin Tarantino
tt0109830,Forrest Gump,8.477,25409,Released,23/06/1994,677387716,142,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,55000000,https://www.paramountmovies.com/movies/forrest-gump,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",92.693,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,The world will never be the same once you've seen it through the eyes of Forrest Gump.,"Comedy, Drama, Romance","Paramount, The Steve Tisch Company, Wendy Finerman Productions",United States of America,English,"Tom Hanks, Robin Wright, Gary Sinise",Robert Zemeckis
tt0241527,Harry Potter and the Philosopher's Stone,7.916,25379,Released,16/11/2001,976475550,152,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,125000000,https://www.warnerbros.com/movies/harry-potter-and-sorcerers-stone/,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",185.482,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Let the magic begin.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures","United Kingdom, United States of America",English,"Daniel Radcliffe, Rupert Grint, Emma Watson",Chris Columbus
tt0371746,Iron Man,7.64,24874,Released,30/04/2008,585174222,126,/cyecB7godJ6kNHGONFjUyVN9OX5.jpg,140000000,https://www.marvel.com/movies/iron-man,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",72.897,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,Heroes aren't born. They're built.,"Action, Science Fiction, Adventure",Marvel Studios,United States of America,"English, Persian, Urdu, Arabic","Downey Jr., Gwyneth Paltrow, Terrence Howard",Jon Favreau Robert
tt1853728,Django Unchained,8.171,24672,Released,25/12/2012,425368238,165,/5Lbm0gpFDRAPIV1Cth6ln9iL1ou.jpg,100000000,http://www.unchainedmovie.com,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",54.224,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,"Life, liberty and the pursuit of vengeance.","Drama, Western","The Weinstein Company, Columbia Pictures",United States of America,"English, French, German","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",Quentin Tarantino
tt0111161,The Shawshank Redemption,8.702,24649,Released,23/09/1994,28341469,142,/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,25000000,,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",122.61,/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg,Fear can hold you prisoner. Hope can set you free.,"Drama, Crime",Castle Rock Entertainment,United States of America,English,"Tim Robbins, Morgan Freeman, Bob Gunton",Frank Darabont
tt4154796,Avengers: Endgame,8.263,23857,Released,24/04/2019,2800000000,181,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,356000000,https://www.marvel.com/movies/avengers-endgame,en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",91.756,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,Avenge the fallen.,"Adventure, Science Fiction, Action",Marvel Studios,United States of America,"English, Japanese, Xhosa","Downey Jr., Chris Evans, Mark Ruffalo",Anthony Russo & Joe Russo Robert
tt0133093,The Matrix,8.206,23815,Released,30/03/1999,463517383,136,/oMsxZEvz9a708d49b6UdZK1KAo5.jpg,63000000,http://www.warnerbros.com/matrix,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",78.564,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,Welcome to the Real World.,"Action, Science Fiction","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",United States of America,English,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss",Lana Wachowski & Lilly Wachowski
tt0120338,Titanic,7.9,23637,Released,18/11/1997,2264162353,194,/rzdPqYx7Um4FUZeD8wpXqjAUcEm.jpg,200000000,https://www.paramountmovies.com/movies/titanic,en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",102.348,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Nothing on Earth could come between them.,"Drama, Romance","Paramount, 20th Century Fox, Lightstorm Entertainment",United States of America,"English, French, German, Swedish, Italian, Russian","Leonardo DiCaprio, Kate Winslet, Billy Zane",James Cameron
tt7286456,Joker,8.168,23425,Released,01/10/2019,1074458282,122,/hO7KbdvGOtDdeg0W4Y5nKEHeDDh.jpg,55000000,http://www.jokermovie.net/,en,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",54.522,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,Put on a happy face.,"Crime, Thriller, Drama","Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films","Canada, United States of America",English,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",Todd Phillips
tt0120737,The Lord of the Rings: The Fellowship of the Ring,8.402,23323,Released,18/12/2001,871368364,179,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,93000000,http://www.lordoftherings.net/,en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",87.037,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,One ring to rule them all,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,"Elijah Wood, Ian McKellen, Orlando Bloom",Peter Jackson
tt0167260,The Lord of the Rings: The Return of the King,8.474,22334,Released,01/12/2003,1118888979,201,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,94000000,http://www.lordoftherings.net,en,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",99.276,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,The eye of the enemy is moving.,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,"Elijah Wood, Viggo Mortensen, Ian McKellen",Peter Jackson
tt1130884,Shutter Island,8.2,22318,Released,14/02/2010,294800000,138,/2nqsOT2AqPkTW81bWaLRtjgjqVM.jpg,80000000,http://www.shutterisland.com/,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",56.595,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,Some places never let you go.,"Drama, Thriller, Mystery","Phoenix Pictures, Paramount, Appian Way, Sikelia Productions, Mandate International",United States of America,"English, German","Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley",Martin Scorsese
tt0993846,The Wolf of Wall Street,8.035,22222,Released,25/12/2013,392000000,180,/63y4XSVTZ7mRzAzkqwi3o0ajDZZ.jpg,100000000,http://www.thewolfofwallstreet.com/,en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",97.444,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,Earn. Spend. Party.,"Crime, Drama, Comedy","EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions",United States of America,"English, French","Leonardo DiCaprio, Jonah Hill, Margot Robbie",Martin Scorsese
tt2395427,Avengers: Age of Ultron,7.276,21754,Released,22/04/2015,1405403694,141,/6YwkGolwdOMNpbTOmLjoehlVWs5.jpg,365000000,http://marvel.com/movies/movie/193/avengers_age_of_ultron,en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",96.565,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,A new age has come.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"Downey Jr., Chris Hemsworth, Mark Ruffalo",Joss Whedon Robert
tt3498820,Captain America: Civil War,7.4,21541,Released,27/04/2016,1155046416,147,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,250000000,https://www.marvel.com/movies/captain-america-civil-war,en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",70.741,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,United we stand. Divided we fall.,"Adventure, Action, Science Fiction",Marvel Studios,United States of America,"Romanian, English, German, Russian","Chris Evans, Robert Downey Jr., Scarlett Johansson",Anthony Russo & Joe Russo
tt1345836,The Dark Knight Rises,7.777,21335,Released,17/07/2012,1081041287,165,/c3OHQncTAnKFhdOTX7D3LTW6son.jpg,250000000,http://www.thedarkknightrises.com/,en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",76.914,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,The Legend Ends,"Action, Crime, Drama, Thriller","Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures",United States of America,English,"Christian Bale, Tom Hardy, Anne Hathaway",Christopher Nolan
tt1300854,Iron Man 3,6.928,21064,Released,18/04/2013,1215577205,130,/aFTYFqrWp4RS46Twm87l5e0ItYb.jpg,200000000,https://www.marvel.com/movies/iron-man-3,en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",61.06,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,Unleash the power behind the armor.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"Downey Jr., Gwyneth Paltrow, Guy Pearce",Shane Black Robert
tt1825683,Black Panther,7.39,21053,Released,13/02/2018,1349926083,135,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg,200000000,https://www.marvel.com/movies/black-panther,en,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",43.665,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,Long live the king.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,"English, Korean, Swahili, Xhosa","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o",Ryan Coogler
tt1211837,Doctor Strange,7.427,20935,Released,25/10/2016,676343174,115,/qUv51IFUvVRAP2379ThmA3eLJx6.jpg,180000000,http://marvel.com/doctorstrange,en,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",70.535,/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,The impossibilities are endless.,"Action, Adventure, Fantasy",Marvel Studios,United States of America,English,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams",Scott Derrickson
tt1392190,Mad Max: Fury Road,7.582,20911,Released,13/05/2015,378858340,121,/8yACFuo4OaIiKr9hHFlmPcGalKx.jpg,150000000,https://www.warnerbros.com/movies/mad-max-fury-road,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",78.319,/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,What a Lovely Day.,"Action, Adventure, Science Fiction","Kennedy Miller Productions, Warner Bros. Pictures, RatPac Entertainment, Village Roadshow Pictures","Australia, United States of America, South Africa",English,"Tom Hardy, Charlize Theron, Nicholas Hoult",George Miller
tt0361748,Inglourious Basterds,8.215,20746,Released,19/08/2009,321457747,153,/8pEnePgGyfUqj8Qa6d91OZQ6Aih.jpg,70000000,,en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",59.162,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,Once upon a time in Nazi occupied France...,"Drama, Thriller, War","The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films","France, Germany, United States of America","German, English, French, Italian","Brad Pitt, Christoph Waltz, M�lanie Laurent",Quentin Tarantino
tt1392170,The Hunger Games,7.193,20636,Released,12/03/2012,694394724,142,/yDbyVT8tTOgXUrUXNkHEUqbxb1K.jpg,75000000,http://www.thehungergames.movie/,en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",29.577,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,May The Odds Be Ever In Your Favor.,"Science Fiction, Adventure, Fantasy","Lionsgate, Color Force",United States of America,English,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",Gary Ross
tt2250912,Spider-Man: Homecoming,7.345,20507,Released,05/07/2017,880166924,133,/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg,175000000,http://www.spidermanhomecoming.com,en,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",65.88,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,Homework can wait. The city can't.,"Action, Adventure, Science Fiction, Drama","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",United States of America,English,"Tom Holland, Michael Keaton, Robert Downey Jr.",Jon Watts
tt0295297,Harry Potter and the Chamber of Secrets,7.721,20390,Released,13/11/2002,876688482,161,/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,100000000,https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",121.699,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Hogwarts is back in session.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures","United Kingdom, United States of America",English,"Daniel Radcliffe, Rupert Grint, Emma Watson",Chris Columbus
tt3896198,Guardians of the Galaxy Vol. 2,7.624,20353,Released,19/04/2017,863756051,137,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,200000000,http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,67.553,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,Obviously.,"Science Fiction, Adventure, Action",Marvel Studios,United States of America,English,"Chris Pratt, Zoe Saldana, Dave Bautista",James Gunn
tt0167261,The Lord of the Rings: The Two Towers,8.385,20274,Released,18/12/2002,926287400,179,/zcc0My3G4SYR72VuEYHNcUWkkW0.jpg,79000000,http://www.lordoftherings.net/,en,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",78.73,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,A New Power Is Rising.,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,"Elijah Wood, Sean Astin, Ian McKellen",Peter Jackson
tt0458339,Captain America: The First Avenger,6.995,20269,Released,22/07/2011,370569774,124,/4NWWpT0jiMUak8r6jfpvG4eBgFU.jpg,140000000,https://www.marvel.com/movies/captain-america-the-first-avenger,en,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",43.665,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,When patriots become heroes,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,"French, Norwegian, English","Chris Evans, Hugo Weaving, Hayley Atwell",Joe Johnston
tt1386697,Suicide Squad,5.909,20097,Released,03/08/2016,746846894,123,/zC70x9wqPPtxU99HsoGsxQ8IhSw.jpg,175000000,http://www.suicidesquad.com/,en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",35.356,/xFw9RXKZDvevAGocgBK0zteto4U.jpg,Worst. Heroes. Ever.,"Action, Adventure, Fantasy","DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures",United States of America,"English, Japanese, Spanish","Will Smith, Margot Robbie, Jared Leto",David Ayer
tt0304141,Harry Potter and the Prisoner of Azkaban,8.02,20038,Released,31/05/2004,789804554,141,/obKmfNexgL4ZP5cAmzdL4KbHHYX.jpg,130000000,https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",124.386,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,Something wicked this way comes.,"Adventure, Fantasy","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited","United Kingdom, United States of America",English,"Daniel Radcliffe, Emma Watson, Rupert Grint",Alfonso Cuar�n
tt0800369,Thor,6.768,20023,Released,21/04/2011,449326618,115,/1wOu8rdvPxU1ObHi20VcRhfNpbo.jpg,150000000,http://thor.marvel.com/,en,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",51.277,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,Two worlds. One hero.,"Adventure, Fantasy, Action",Marvel Studios,United States of America,English,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",Kenneth Branagh
tt1228705,Iron Man 2,6.835,19756,Released,28/04/2010,623933331,124,/jesRqfL9v6HNnowe795xjmuKUXl.jpg,200000000,https://www.marvel.com/movies/iron-man-2,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",84.445,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,"It's not the armor that makes the hero, but the man inside.","Adventure, Action, Science Fiction","Marvel Studios, Fairview Entertainment",United States of America,"English, Russian, French","Downey Jr., Gwyneth Paltrow, Don Cheadle",Jon Favreau Robert
